,href,name,id,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
125,https://api.spotify.com/v1/tracks/3o3K5bwHFP36MqOLa0WSw3,Tron Cat,3o3K5bwHFP36MqOLa0WSw3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF'}, 'href': 'https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF', 'id': '4V8LLVI7PbaPR0K2TGSxFF', 'name': 'Tyler, The Creator', 'type': 'artist', 'uri': 'spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'}]",0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4
126,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,audio_features,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,304760,4
127,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,0725YWm6Z0TpZ6wrNk64Eb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu'}, 'href': 'https://api.spotify.com/v1/artists/3A5tHz1SfngyOZM2gItYKu', 'id': '3A5tHz1SfngyOZM2gItYKu', 'name': 'Earl Sweatshirt', 'type': 'artist', 'uri': 'spotify:artist:3A5tHz1SfngyOZM2gItYKu'}]",0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4
128,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,Pyramids,4QhWbupniDd44EDtnh2bFJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.747,0.758,0,-4.743,0,0.179,0.0521,0,0.214,0.601,102.02,audio_features,spotify:track:0msrDPXxZpts4FRnoX0bFr,https://api.spotify.com/v1/tracks/0msrDPXxZpts4FRnoX0bFr,https://api.spotify.com/v1/audio-analysis/0msrDPXxZpts4FRnoX0bFr,200240,4
129,https://api.spotify.com/v1/tracks/0msrDPXxZpts4FRnoX0bFr,Monks,0msrDPXxZpts4FRnoX0bFr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,audio_features,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4
130,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,Ivy,2ZWlPOoWh0626oTaHrnl2a,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.469,0.289,5,-10.625,0,0.0366,0.85,2.48e-06,0.161,0.258,133.805,audio_features,spotify:track:35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/audio-analysis/35xSkNIXi504fcEwz9USRB,257380,4
131,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,Solo,35xSkNIXi504fcEwz9USRB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,audio_features,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4
132,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,Nights,7eqoqGkKwgOaWNNHx90uEZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.399,0.0969,6,-12.578,1,0.0509,0.929,0.000168,0.121,0.0758,109.54,audio_features,spotify:track:34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/tracks/34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/audio-analysis/34xTFwjPQ1dC6uJmleno7x,177922,4
133,https://api.spotify.com/v1/tracks/34xTFwjPQ1dC6uJmleno7x,Godspeed,34xTFwjPQ1dC6uJmleno7x,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.266,0.678,1,-12.364,1,0.508,0.769,9.37e-05,0.503,0.201,83.434,audio_features,spotify:track:5k8LB57xOq8UUNVaKWSqrf,https://api.spotify.com/v1/tracks/5k8LB57xOq8UUNVaKWSqrf,https://api.spotify.com/v1/audio-analysis/5k8LB57xOq8UUNVaKWSqrf,564166,4
134,https://api.spotify.com/v1/tracks/5k8LB57xOq8UUNVaKWSqrf,Futura Free,5k8LB57xOq8UUNVaKWSqrf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
135,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,Pink + White,3xKsf9qdS1CyvXSMEid6g8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}]",0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,audio_features,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,275080,4
136,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",0.805,0.702,1,-4.877,1,0.0887,0.0639,0,0.123,0.225,120.048,audio_features,spotify:track:5yvhdo8FXbBsIllxv2Rr94,https://api.spotify.com/v1/tracks/5yvhdo8FXbBsIllxv2Rr94,https://api.spotify.com/v1/audio-analysis/5yvhdo8FXbBsIllxv2Rr94,196133,4
137,https://api.spotify.com/v1/tracks/5yvhdo8FXbBsIllxv2Rr94,Prom,5yvhdo8FXbBsIllxv2Rr94,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}]",0.4,0.366,8,-9.405,0,0.0597,0.242,0,0.126,0.161,73.313,audio_features,spotify:track:6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,272187,3
138,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,The Weekend,6gU9OKjOE7ghfEd55oRO57,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}]",0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,audio_features,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,231253,4
139,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}]",0.629,0.509,0,-8.1,0,0.0809,0.475,0,0.0727,0.389,78.99,audio_features,spotify:track:3LcoHjgdNl4xtWVaJGSA1p,https://api.spotify.com/v1/tracks/3LcoHjgdNl4xtWVaJGSA1p,https://api.spotify.com/v1/audio-analysis/3LcoHjgdNl4xtWVaJGSA1p,75800,1
140,https://api.spotify.com/v1/tracks/3LcoHjgdNl4xtWVaJGSA1p,Wavy (Interlude) (feat. James Fauntleroy),3LcoHjgdNl4xtWVaJGSA1p,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5ooSG9S0glqP5ZrqqaHBvT'}, 'href': 'https://api.spotify.com/v1/artists/5ooSG9S0glqP5ZrqqaHBvT', 'id': '5ooSG9S0glqP5ZrqqaHBvT', 'name': 'James Fauntleroy', 'type': 'artist', 'uri': 'spotify:artist:5ooSG9S0glqP5ZrqqaHBvT'}]",0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,audio_features,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
141,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,Say So,3Dv1eDb0MEgF93GpLXlucZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,audio_features,spotify:track:60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,226987,4
142,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,Streets,60ynsPSSKe6O3sfwRnIBRf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",0.559,0.63,11,-6.075,0,0.246,0.421,0,0.102,0.289,107.627,audio_features,spotify:track:5xIDCYGTyLaDkiaaulVPcJ,https://api.spotify.com/v1/tracks/5xIDCYGTyLaDkiaaulVPcJ,https://api.spotify.com/v1/audio-analysis/5xIDCYGTyLaDkiaaulVPcJ,160133,5
143,https://api.spotify.com/v1/tracks/5xIDCYGTyLaDkiaaulVPcJ,Shine,5xIDCYGTyLaDkiaaulVPcJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",0.785,0.652,0,-2.607,1,0.0668,0.102,0,0.0697,0.484,170.024,audio_features,spotify:track:7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/audio-analysis/7f5trao56t7sB7f14QDTmp,203093,4
144,https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp,Juicy,7f5trao56t7sB7f14QDTmp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp'}, 'href': 'https://api.spotify.com/v1/artists/5LHRHt1k9lMyONurDHEdrp', 'id': '5LHRHt1k9lMyONurDHEdrp', 'name': 'Tyga', 'type': 'artist', 'uri': 'spotify:artist:5LHRHt1k9lMyONurDHEdrp'}]",0.856,0.57,9,-4.486,1,0.286,0.00637,0,0.0984,0.155,154.967,audio_features,spotify:track:2lLG56qpLP3UbcLuzMvkWX,https://api.spotify.com/v1/tracks/2lLG56qpLP3UbcLuzMvkWX,https://api.spotify.com/v1/audio-analysis/2lLG56qpLP3UbcLuzMvkWX,218943,4
145,https://api.spotify.com/v1/tracks/2lLG56qpLP3UbcLuzMvkWX,Stop Breathing,2lLG56qpLP3UbcLuzMvkWX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.885,0.661,4,-5.062,0,0.141,0.165,0,0.334,0.436,140.028,audio_features,spotify:track:1eMNW1HQjF1dbb4GtnmpaX,https://api.spotify.com/v1/tracks/1eMNW1HQjF1dbb4GtnmpaX,https://api.spotify.com/v1/audio-analysis/1eMNW1HQjF1dbb4GtnmpaX,164591,4
146,https://api.spotify.com/v1/tracks/1eMNW1HQjF1dbb4GtnmpaX,Slay3r,1eMNW1HQjF1dbb4GtnmpaX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,audio_features,spotify:track:4CzhtKifG867Lu5DNQVBSA,https://api.spotify.com/v1/tracks/4CzhtKifG867Lu5DNQVBSA,https://api.spotify.com/v1/audio-analysis/4CzhtKifG867Lu5DNQVBSA,124094,4
147,https://api.spotify.com/v1/tracks/4CzhtKifG867Lu5DNQVBSA,Vamp Anthem,4CzhtKifG867Lu5DNQVBSA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.705,0.752,7,-6.87,1,0.095,0.0283,0,0.299,0.305,142.051,audio_features,spotify:track:78YTl0P96kBCBXUSzKoqAm,https://api.spotify.com/v1/tracks/78YTl0P96kBCBXUSzKoqAm,https://api.spotify.com/v1/audio-analysis/78YTl0P96kBCBXUSzKoqAm,197790,4
148,https://api.spotify.com/v1/tracks/78YTl0P96kBCBXUSzKoqAm,Control,78YTl0P96kBCBXUSzKoqAm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.684,0.693,4,-6.651,0,0.0339,0.00534,0,0.506,0.108,134.988,audio_features,spotify:track:1BpKJw4RZxaFB88NE5uxXf,https://api.spotify.com/v1/tracks/1BpKJw4RZxaFB88NE5uxXf,https://api.spotify.com/v1/audio-analysis/1BpKJw4RZxaFB88NE5uxXf,135122,4
149,https://api.spotify.com/v1/tracks/1BpKJw4RZxaFB88NE5uxXf,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.461,0.593,1,-4.954,1,0.0356,0.165,0,0.307,0.174,134.165,audio_features,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373,3
150,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",0.453,0.679,8,-5.778,0,0.0651,0.596,0.000578,0.129,0.107,92.023,audio_features,spotify:track:4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/tracks/4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/audio-analysis/4ppTAJUbNXELZcoUaL90wo,221107,4
151,https://api.spotify.com/v1/tracks/4ppTAJUbNXELZcoUaL90wo,Try Me,4ppTAJUbNXELZcoUaL90wo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",0.547,0.679,10,-6.167,0,0.0595,0.61,1.42e-05,0.111,0.288,122.696,audio_features,spotify:track:7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/tracks/7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/audio-analysis/7DKS0rX27cCEPsK0R6tFWS,220293,4
152,https://api.spotify.com/v1/tracks/7DKS0rX27cCEPsK0R6tFWS,Wasted Times,7DKS0rX27cCEPsK0R6tFWS,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,audio_features,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/tracks/3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/audio-analysis/3Osd3Yf8K73aj4ySn6LrvK,272507,4
153,https://api.spotify.com/v1/tracks/3Osd3Yf8K73aj4ySn6LrvK,No Church In The Wild,3Osd3Yf8K73aj4ySn6LrvK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB'}, 'href': 'https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB', 'id': '3nFkdlSjzX9mRTtwJOzDYB', 'name': 'JAY-Z', 'type': 'artist', 'uri': 'spotify:artist:3nFkdlSjzX9mRTtwJOzDYB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM'}, 'href': 'https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM', 'id': '2h93pZq0e7k5yf4dywlkpM', 'name': 'Frank Ocean', 'type': 'artist', 'uri': 'spotify:artist:2h93pZq0e7k5yf4dywlkpM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1W3FSF1BLpY3hlVIgvenLz'}, 'href': 'https://api.spotify.com/v1/artists/1W3FSF1BLpY3hlVIgvenLz', 'id': '1W3FSF1BLpY3hlVIgvenLz', 'name': 'The-Dream', 'type': 'artist', 'uri': 'spotify:artist:1W3FSF1BLpY3hlVIgvenLz'}]",0.561,0.645,10,-6.808,0,0.0707,0.388,7.43e-05,0.142,0.36,91.012,audio_features,spotify:track:3SIgBSv9D8Nm3CvP0o0Q9Z,https://api.spotify.com/v1/tracks/3SIgBSv9D8Nm3CvP0o0Q9Z,https://api.spotify.com/v1/audio-analysis/3SIgBSv9D8Nm3CvP0o0Q9Z,272853,4
