,preview_url,external_urls,href,name,id,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
212,,{'spotify': 'https://open.spotify.com/track/2RPlwtDDIIXSV7HFN6I48m'},https://api.spotify.com/v1/tracks/2RPlwtDDIIXSV7HFN6I48m,President Carter,2RPlwtDDIIXSV7HFN6I48m,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865'}, 'href': 'https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865', 'id': '55Aa2cqylxrFIXC767Z865', 'name': 'Lil Wayne', 'type': 'artist', 'uri': 'spotify:artist:55Aa2cqylxrFIXC767Z865'}]",0.598,0.619,2,-7.465,0,0.24,0.674,0.00878,0.126,0.508,79.165,audio_features,2RPlwtDDIIXSV7HFN6I48m,spotify:track:2RPlwtDDIIXSV7HFN6I48m,https://api.spotify.com/v1/tracks/2RPlwtDDIIXSV7HFN6I48m,https://api.spotify.com/v1/audio-analysis/2RPlwtDDIIXSV7HFN6I48m,255373,4,
213,,{'spotify': 'https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz'},https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,
214,,{'spotify': 'https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG'},https://api.spotify.com/v1/tracks/13e6f8t7RKXuxZ0JdaaJRG,Jorja Interlude,13e6f8t7RKXuxZ0JdaaJRG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,audio_features,13e6f8t7RKXuxZ0JdaaJRG,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/tracks/13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/audio-analysis/13e6f8t7RKXuxZ0JdaaJRG,107673,4,
215,,{'spotify': 'https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP'},https://api.spotify.com/v1/tracks/76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,76gUmNLXGQVOsGhfcshkFP,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,audio_features,76gUmNLXGQVOsGhfcshkFP,spotify:track:76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/tracks/76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/audio-analysis/76gUmNLXGQVOsGhfcshkFP,205163,4,
216,,{'spotify': 'https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi'},https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,Gyalchester,6UjfByV1lDLW0SOVQA4NAi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,audio_features,6UjfByV1lDLW0SOVQA4NAi,spotify:track:6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,189230,4,
217,,{'spotify': 'https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1'},https://api.spotify.com/v1/tracks/7y6c07pgjZvtHI9kuMVqk1,Get It Together,7y6c07pgjZvtHI9kuMVqk1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6wMr4zKPrrR0UVz08WtUWc'}, 'href': 'https://api.spotify.com/v1/artists/6wMr4zKPrrR0UVz08WtUWc', 'id': '6wMr4zKPrrR0UVz08WtUWc', 'name': 'Black Coffee', 'type': 'artist', 'uri': 'spotify:artist:6wMr4zKPrrR0UVz08WtUWc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1CoZyIx7UvdxT5c8UkMzHd'}, 'href': 'https://api.spotify.com/v1/artists/1CoZyIx7UvdxT5c8UkMzHd', 'id': '1CoZyIx7UvdxT5c8UkMzHd', 'name': 'Jorja Smith', 'type': 'artist', 'uri': 'spotify:artist:1CoZyIx7UvdxT5c8UkMzHd'}]",0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,audio_features,7y6c07pgjZvtHI9kuMVqk1,spotify:track:7y6c07pgjZvtHI9kuMVqk1,https://api.spotify.com/v1/tracks/7y6c07pgjZvtHI9kuMVqk1,https://api.spotify.com/v1/audio-analysis/7y6c07pgjZvtHI9kuMVqk1,250337,4,
218,https://p.scdn.co/mp3-preview/d2e4c76acc8fa4d5d6bfe6d7a0a11ac75bdf1902?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/35E8effZCAR74DWW8azfZm'},https://api.spotify.com/v1/tracks/35E8effZCAR74DWW8azfZm,I Must Apologise - Tommy Gold Remix,35E8effZCAR74DWW8azfZm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t'}, 'href': 'https://api.spotify.com/v1/artists/78rUTD7y6Cy67W1RVzYs7t', 'id': '78rUTD7y6Cy67W1RVzYs7t', 'name': 'PinkPantheress', 'type': 'artist', 'uri': 'spotify:artist:78rUTD7y6Cy67W1RVzYs7t'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2AUIc8LBUY3YOJanUGnFoR'}, 'href': 'https://api.spotify.com/v1/artists/2AUIc8LBUY3YOJanUGnFoR', 'id': '2AUIc8LBUY3YOJanUGnFoR', 'name': 'Tommy Gold', 'type': 'artist', 'uri': 'spotify:artist:2AUIc8LBUY3YOJanUGnFoR'}]",0.751,0.475,11,-7.964,1,0.05,0.0194,0.0231,0.144,0.717,149.957,audio_features,35E8effZCAR74DWW8azfZm,spotify:track:35E8effZCAR74DWW8azfZm,https://api.spotify.com/v1/tracks/35E8effZCAR74DWW8azfZm,https://api.spotify.com/v1/audio-analysis/35E8effZCAR74DWW8azfZm,130215,4,
219,https://p.scdn.co/mp3-preview/d24cdc84d7edc1f4ab5cf1b1cfe335f9b1dfc28b?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/4Kd2L1XwxyGOa9dcQIEndh'},https://api.spotify.com/v1/tracks/4Kd2L1XwxyGOa9dcQIEndh,Passion - Sam Gellaitry Remix,4Kd2L1XwxyGOa9dcQIEndh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t'}, 'href': 'https://api.spotify.com/v1/artists/78rUTD7y6Cy67W1RVzYs7t', 'id': '78rUTD7y6Cy67W1RVzYs7t', 'name': 'PinkPantheress', 'type': 'artist', 'uri': 'spotify:artist:78rUTD7y6Cy67W1RVzYs7t'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/07UJz804RJxqNvxFXC3h9H'}, 'href': 'https://api.spotify.com/v1/artists/07UJz804RJxqNvxFXC3h9H', 'id': '07UJz804RJxqNvxFXC3h9H', 'name': 'Sam Gellaitry', 'type': 'artist', 'uri': 'spotify:artist:07UJz804RJxqNvxFXC3h9H'}]",0.631,0.632,0,-5.953,0,0.0511,0.932,0.0617,0.32,0.594,80.024,audio_features,4Kd2L1XwxyGOa9dcQIEndh,spotify:track:4Kd2L1XwxyGOa9dcQIEndh,https://api.spotify.com/v1/tracks/4Kd2L1XwxyGOa9dcQIEndh,https://api.spotify.com/v1/audio-analysis/4Kd2L1XwxyGOa9dcQIEndh,180899,4,
220,https://p.scdn.co/mp3-preview/610b54a4c471100cc6d55e430d0541c711efe653?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/694vvR5o19xHPhhJ5QdLN7'},https://api.spotify.com/v1/tracks/694vvR5o19xHPhhJ5QdLN7,NO HALO,694vvR5o19xHPhhJ5QdLN7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA'}, 'href': 'https://api.spotify.com/v1/artists/1Bl6wpkWCQ4KVgnASpvzzA', 'id': '1Bl6wpkWCQ4KVgnASpvzzA', 'name': 'BROCKHAMPTON', 'type': 'artist', 'uri': 'spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA'}]",0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,audio_features,694vvR5o19xHPhhJ5QdLN7,spotify:track:694vvR5o19xHPhhJ5QdLN7,https://api.spotify.com/v1/tracks/694vvR5o19xHPhhJ5QdLN7,https://api.spotify.com/v1/audio-analysis/694vvR5o19xHPhhJ5QdLN7,259747,4,
221,https://p.scdn.co/mp3-preview/ef4f27cb1fb8f10ffe933fc772a936f32de95181?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA'},https://api.spotify.com/v1/tracks/6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA'}, 'href': 'https://api.spotify.com/v1/artists/1Bl6wpkWCQ4KVgnASpvzzA', 'id': '1Bl6wpkWCQ4KVgnASpvzzA', 'name': 'BROCKHAMPTON', 'type': 'artist', 'uri': 'spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA'}]",0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,audio_features,6U0FIYXCQ3TGrk4tFpLrEA,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/tracks/6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/audio-analysis/6U0FIYXCQ3TGrk4tFpLrEA,204533,4,
222,https://p.scdn.co/mp3-preview/64354953b49b7cbc7be1fb5832211ba43f60b9d1?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/7HuaFNJNNgLmk1WTSigmhi'},https://api.spotify.com/v1/tracks/7HuaFNJNNgLmk1WTSigmhi,DEARLY DEPARTED,7HuaFNJNNgLmk1WTSigmhi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA'}, 'href': 'https://api.spotify.com/v1/artists/1Bl6wpkWCQ4KVgnASpvzzA', 'id': '1Bl6wpkWCQ4KVgnASpvzzA', 'name': 'BROCKHAMPTON', 'type': 'artist', 'uri': 'spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA'}]",0.318,0.766,9,-6.302,0,0.0412,0.13,0.166,0.34,0.195,128.378,audio_features,7HuaFNJNNgLmk1WTSigmhi,spotify:track:7HuaFNJNNgLmk1WTSigmhi,https://api.spotify.com/v1/tracks/7HuaFNJNNgLmk1WTSigmhi,https://api.spotify.com/v1/audio-analysis/7HuaFNJNNgLmk1WTSigmhi,280000,3,
223,https://p.scdn.co/mp3-preview/d97fc527cfad8f68b21f1c3f6e786897dd2b393d?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/58k32my5lKofeZRtIvBDg9'},https://api.spotify.com/v1/tracks/58k32my5lKofeZRtIvBDg9,HONEST,58k32my5lKofeZRtIvBDg9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1'}, 'href': 'https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1', 'id': '5SXuuuRpukkTvsLuUknva1', 'name': 'Baby Keem', 'type': 'artist', 'uri': 'spotify:artist:5SXuuuRpukkTvsLuUknva1'}]",0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,audio_features,58k32my5lKofeZRtIvBDg9,spotify:track:58k32my5lKofeZRtIvBDg9,https://api.spotify.com/v1/tracks/58k32my5lKofeZRtIvBDg9,https://api.spotify.com/v1/audio-analysis/58k32my5lKofeZRtIvBDg9,172672,4,
224,https://p.scdn.co/mp3-preview/0e11ff40d54d52967888e2e93b2300dc57d79131?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/6xxvhqxfBAhAOsf8OJ5shT'},https://api.spotify.com/v1/tracks/6xxvhqxfBAhAOsf8OJ5shT,INVENTED IT,6xxvhqxfBAhAOsf8OJ5shT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1'}, 'href': 'https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1', 'id': '5SXuuuRpukkTvsLuUknva1', 'name': 'Baby Keem', 'type': 'artist', 'uri': 'spotify:artist:5SXuuuRpukkTvsLuUknva1'}]",0.86,0.662,7,-7.864,1,0.296,0.0374,8.64e-06,0.0742,0.482,96.013,audio_features,6xxvhqxfBAhAOsf8OJ5shT,spotify:track:6xxvhqxfBAhAOsf8OJ5shT,https://api.spotify.com/v1/tracks/6xxvhqxfBAhAOsf8OJ5shT,https://api.spotify.com/v1/audio-analysis/6xxvhqxfBAhAOsf8OJ5shT,90240,4,
225,https://p.scdn.co/mp3-preview/7849d41d1c34dd63b2479b7c390227424848bce3?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/0lTH3Dt0GlBQhxFHSnaZ7g'},https://api.spotify.com/v1/tracks/0lTH3Dt0GlBQhxFHSnaZ7g,ROCKSTAR P,0lTH3Dt0GlBQhxFHSnaZ7g,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1'}, 'href': 'https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1', 'id': '5SXuuuRpukkTvsLuUknva1', 'name': 'Baby Keem', 'type': 'artist', 'uri': 'spotify:artist:5SXuuuRpukkTvsLuUknva1'}]",0.948,0.573,11,-8.162,0,0.113,0.152,0,0.0833,0.4,100.017,audio_features,0lTH3Dt0GlBQhxFHSnaZ7g,spotify:track:0lTH3Dt0GlBQhxFHSnaZ7g,https://api.spotify.com/v1/tracks/0lTH3Dt0GlBQhxFHSnaZ7g,https://api.spotify.com/v1/audio-analysis/0lTH3Dt0GlBQhxFHSnaZ7g,136655,4,
226,https://p.scdn.co/mp3-preview/16036f2f4b872f58b00af7696e802883c79ae84e?cid=b6fe00f2db6c4c708b475b36ac5e62a8,{'spotify': 'https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD'},https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1'}, 'href': 'https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1', 'id': '5SXuuuRpukkTvsLuUknva1', 'name': 'Baby Keem', 'type': 'artist', 'uri': 'spotify:artist:5SXuuuRpukkTvsLuUknva1'}]",0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882,4,
227,,{'spotify': 'https://open.spotify.com/track/6LyAwkJsHlW7RQ8S1cYAtM'},https://api.spotify.com/v1/tracks/6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",0.634,0.401,11,-11.212,0,0.0446,0.731,0.000132,0.334,0.494,150.174,audio_features,6LyAwkJsHlW7RQ8S1cYAtM,spotify:track:6LyAwkJsHlW7RQ8S1cYAtM,https://api.spotify.com/v1/tracks/6LyAwkJsHlW7RQ8S1cYAtM,https://api.spotify.com/v1/audio-analysis/6LyAwkJsHlW7RQ8S1cYAtM,166093,4,
228,,{'spotify': 'https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom'},https://api.spotify.com/v1/tracks/2Grb4G6t9VIqo6moKUloom,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}]",0.87,0.35,1,-6.082,1,0.277,0.00661,0.000492,0.108,0.175,74.966,audio_features,2Grb4G6t9VIqo6moKUloom,spotify:track:2Grb4G6t9VIqo6moKUloom,https://api.spotify.com/v1/tracks/2Grb4G6t9VIqo6moKUloom,https://api.spotify.com/v1/audio-analysis/2Grb4G6t9VIqo6moKUloom,168347,4,
229,,{'spotify': 'https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz'},https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ'}, 'href': 'https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ', 'id': '2hlmm7s2ICUX0LVIhVFlZQ', 'name': 'Gunna', 'type': 'artist', 'uri': 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ'}]",0.901,0.464,5,-9.789,0,0.0645,0.368,1.82e-05,0.238,0.638,109.004,audio_features,1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,203267,4,
230,,{'spotify': 'https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ'},https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}]",0.797,0.353,6,-9.931,0,0.369,0.59,0,0.102,0.0731,87.997,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293,4,
231,,{'spotify': 'https://open.spotify.com/track/6vG3Zv9VEA6YbJPJ6ar5Y7'},https://api.spotify.com/v1/tracks/6vG3Zv9VEA6YbJPJ6ar5Y7,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ'}, 'href': 'https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ', 'id': '2hlmm7s2ICUX0LVIhVFlZQ', 'name': 'Gunna', 'type': 'artist', 'uri': 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn'}, 'href': 'https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn', 'id': '50co4Is1HCEo8bhOyUWKpn', 'name': 'Young Thug', 'type': 'artist', 'uri': 'spotify:artist:50co4Is1HCEo8bhOyUWKpn'}]",0.799,0.406,6,-8.892,0,0.268,0.635,0,0.109,0.272,121,audio_features,6vG3Zv9VEA6YbJPJ6ar5Y7,spotify:track:6vG3Zv9VEA6YbJPJ6ar5Y7,https://api.spotify.com/v1/tracks/6vG3Zv9VEA6YbJPJ6ar5Y7,https://api.spotify.com/v1/audio-analysis/6vG3Zv9VEA6YbJPJ6ar5Y7,206813,4,
232,,{'spotify': 'https://open.spotify.com/track/0NA5xAtDra50d0Lfs2uvoh'},https://api.spotify.com/v1/tracks/0NA5xAtDra50d0Lfs2uvoh,Borrowed Love (feat. Swae Lee & WizKid),0NA5xAtDra50d0Lfs2uvoh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1zNqQNIdeOUZHb8zbZRFMX'}, 'href': 'https://api.spotify.com/v1/artists/1zNqQNIdeOUZHb8zbZRFMX', 'id': '1zNqQNIdeOUZHb8zbZRFMX', 'name': 'Swae Lee', 'type': 'artist', 'uri': 'spotify:artist:1zNqQNIdeOUZHb8zbZRFMX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp'}, 'href': 'https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp', 'id': '3tVQdUvClmAT7URs9V3rsp', 'name': 'Wizkid', 'type': 'artist', 'uri': 'spotify:artist:3tVQdUvClmAT7URs9V3rsp'}]",0.521,0.593,11,-8.811,0,0.464,0.44,0,0.185,0.392,129.232,audio_features,0NA5xAtDra50d0Lfs2uvoh,spotify:track:0NA5xAtDra50d0Lfs2uvoh,https://api.spotify.com/v1/tracks/0NA5xAtDra50d0Lfs2uvoh,https://api.spotify.com/v1/audio-analysis/0NA5xAtDra50d0Lfs2uvoh,230240,5,
